size,compute,mem_latency_ns,status,simSeconds,simTicks,simInsts,hostSeconds,busBusyTicks,dmaBytes,dmaPackets,topPioCount
256,c500,32,FAIL,,,,,0,0,0,0
256,c500,64,FAIL,,,,,0,0,0,0
256,c500,128,FAIL,,,,,0,0,0,0
256,c5000,0,PASS,87.735713,87735713394000,775784772,29308.45,6684672000,12582912,393216,80
256,c5000,2,FAIL,,,,,0,0,0,0
256,c5000,4,FAIL,,,,,0,0,0,0
256,c5000,8,FAIL,,,,,0,0,0,0
256,c5000,16,FAIL,,,,,0,0,0,0
256,c5000,32,FAIL,,,,,0,0,0,0
256,c5000,64,FAIL,,,,,0,0,0,0
256,c5000,128,FAIL,,,,,0,0,0,0
