ht_mode,alpha_mshr_hit_factor,llc_extra_ns,llc_extra_cyc,tL1_hit_cyc,tL2_hit_cyc,tL3_hit_cyc,m1_L1_miss_rate,m2_L2_miss_rate,m3_L3_miss_rate,p1_L1_new_mshr_frac,p2_L2_new_mshr_frac,p3_L3_new_mshr_frac,dram_avg_cyc,amat_stats_cyc,amat_textbook_cyc,amat_textbook_mshr_cyc,abs_err_textbook,abs_err_textbook_mshr,dram_num_reads_data,dram_num_reads_inst,dram_num_reads_total,dram_num_writes,dram_read_bursts,dram_write_bursts,dram_bytes_read_data,dram_bytes_read_inst,dram_bytes_read_total,dram_bytes_read_data_MB,dram_avg_q_lat_cyc,dram_avg_bus_lat_cyc,dram_avg_mem_acc_lat_cyc,dram_tot_q_lat_ticks,dram_tot_bus_lat_ticks,dram_tot_mem_acc_lat_ticks,dram_bw_read_total_Bps,dram_bw_read_data_Bps,dram_bw_total_Bps,sys_avg_rd_bw_Bps,sim_seconds,sim_ticks,benchmark
tag+data,0.5,40.0,120.12012012012012,4.0,20.0,60.0,0.033875,0.308222,0.39844,0.033875,0.308222,0.39844,211.92117117117118,6.192621237600096,7.439755347193594,5.194574887090494,1.2471341095934978,0.9980463505096022,217284.0,1644.0,218928.0,0.0,218928.0,0.0,6657963.0,47760.0,6705723.0,6.3495283126831055,159.39264264264264,10.006006006006006,211.92117117117118,11620206670.0,729468096.0,15449695246.0,67551461.0,67070341.0,67551461.0,141146599.4259211,0.099268,99268363935.0,620onmetpp_s
tag+data+resp,0.5,40.0,120.12012012012012,6.0,30.0,90.0,0.033875,0.308222,0.39844,0.033875,0.308222,0.39844,211.92117117117118,8.192621237600095,10.091735954693593,7.4756015416529324,1.8991147170934983,0.7170196959471626,217284.0,1644.0,218928.0,0.0,218928.0,0.0,6657963.0,47760.0,6705723.0,6.3495283126831055,159.39264264264264,10.006006006006006,211.92117117117118,11620206670.0,729468096.0,15449695246.0,67551461.0,67070341.0,67551461.0,141146599.4259211,0.099268,99268363935.0,620onmetpp_s
tag+data,0.5,40.0,120.12012012012012,4.0,20.0,60.0,0.00034,0.211657,1.0,0.00034,0.211657,1.0,207.45291291291292,4.031272010701684,4.0346910654539085,4.011852629698071,0.003419054752224149,0.019419381003613623,4854.0,1559.0,6413.0,0.0,6413.0,0.0,147612.0,45155.0,192767.0,0.14077377319335938,154.92438438438438,10.006006006006006,207.45291291291292,330845529.0,21368116.0,443021725.0,1237116.0,947326.0,1237116.0,2634019.74640007,0.15582,155819636721.0,625x264_s
tag+data+resp,0.5,40.0,120.12012012012012,6.0,30.0,90.0,0.00034,0.211657,1.0,0.00034,0.211657,1.0,207.45291291291292,6.031272010701684,6.040249966853909,6.014207392043555,0.008977956152224742,0.017064618658129582,4854.0,1559.0,6413.0,0.0,6413.0,0.0,147612.0,45155.0,192767.0,0.14077377319335938,154.92438438438438,10.006006006006006,207.45291291291292,330845529.0,21368116.0,443021725.0,1237116.0,947326.0,1237116.0,2634019.74640007,0.15582,155819636721.0,625x264_s
tag+data,0.5,40.0,120.12012012012012,4.0,20.0,60.0,0.003328,0.071886,0.995466,0.003328,0.071886,0.995466,206.74105105105107,4.138557053595083,4.158887102591908,4.058184116315727,0.020330048996825667,0.08037293727935602,9369.0,1560.0,10929.0,0.0,10929.0,0.0,286002.0,45156.0,331158.0,0.2727527618408203,154.2125225225225,10.006006006006006,206.74105105105107,561234393.0,36415428.0,752404461.0,5460842.0,4716213.0,5460842.0,11534127.80259403,0.060642,60642296667.0,638imagick_s
tag+data+resp,0.5,40.0,120.12012012012012,6.0,30.0,90.0,0.003328,0.071886,0.995466,0.003328,0.071886,0.995466,206.74105105105107,6.138557053595083,6.199344200831908,6.076809152618642,0.06078714723682577,0.06174790097644056,9369.0,1560.0,10929.0,0.0,10929.0,0.0,286002.0,45156.0,331158.0,0.2727527618408203,154.2125225225225,10.006006006006006,206.74105105105107,561234393.0,36415428.0,752404461.0,5460842.0,4716213.0,5460842.0,11534127.80259403,0.060642,60642296667.0,638imagick_s
tag+data,0.5,40.0,120.12012012012012,4.0,20.0,60.0,0.078159,0.999935,0.102896,0.078159,0.999935,0.102896,203.1927327327327,11.051733795554584,21.274293622415026,12.916840582630897,10.222559826860442,1.8651067870763125,108248.0,1520.0,109768.0,0.0,109768.0,0.0,3316271.0,43919.0,3360190.0,3.162642478942871,150.6642042042042,10.006006006006006,203.1927327327327,5507190043.0,365746976.0,7427251899.0,83636431.0,82543270.0,83636431.0,174858755.70891136,0.040176,40176152298.0,degreeCentr
tag+data+resp,0.5,40.0,120.12012012012012,6.0,30.0,90.0,0.078159,0.999935,0.102896,0.078159,0.999935,0.102896,203.1927327327327,13.051733795554584,26.400501212365025,16.60207392922081,13.34876741681044,3.550340133666227,108248.0,1520.0,109768.0,0.0,109768.0,0.0,3316271.0,43919.0,3360190.0,3.162642478942871,150.6642042042042,10.006006006006006,203.1927327327327,5507190043.0,365746976.0,7427251899.0,83636431.0,82543270.0,83636431.0,174858755.70891136,0.040176,40176152298.0,degreeCentr
tag+data,0.5,40.0,120.12012012012012,4.0,20.0,60.0,0.185846,0.102115,0.107747,0.185846,0.102115,0.107747,202.263003003003,8.411428240264124,11.548763808115737,7.395557402586043,3.137335567851613,1.0158708376780812,81690.0,1554.0,83244.0,0.0,83244.0,0.0,2502339.0,44961.0,2547300.0,2.386416435241699,149.73447447447447,10.006006006006006,202.263003003003,4150677697.0,277369008.0,5606781745.0,28474407.0,27971820.0,28474407.0,59553528.83830968,0.089459,89459283168.0,graphColoring
tag+data+resp,0.5,40.0,120.12012012012012,6.0,30.0,90.0,0.185846,0.102115,0.107747,0.185846,0.102115,0.107747,202.263003003003,10.411428240264124,15.976553736815738,10.683500905304918,5.565125496551614,0.27207266504079364,81690.0,1554.0,83244.0,0.0,83244.0,0.0,2502339.0,44961.0,2547300.0,2.386416435241699,149.73447447447447,10.006006006006006,202.263003003003,4150677697.0,277369008.0,5606781745.0,28474407.0,27971820.0,28474407.0,59553528.83830968,0.089459,89459283168.0,graphColoring
tag+data,0.5,40.0,120.12012012012012,4.0,20.0,60.0,0.262461,0.462945,0.115838,0.262461,0.462945,0.115838,203.20921921921922,16.135808559932116,33.994865417533305,18.155402361378133,17.85905685760119,2.0195938014460175,166355.0,1540.0,167895.0,0.0,167895.0,0.0,5097050.0,44569.0,5141619.0,4.860925674438477,150.68069069069068,10.006006006006006,203.20921921921922,8424412226.0,559426140.0,11361231566.0,94502566.0,93683391.0,94502566.0,197497428.7143083,0.054407,54407189349.0,kCore
tag+data+resp,0.5,40.0,120.12012012012012,6.0,30.0,90.0,0.262461,0.462945,0.115838,0.262461,0.462945,0.115838,203.20921921921922,18.135808559932116,42.2646256468833,23.495203264759684,24.128817086951187,5.359394704827569,166355.0,1540.0,167895.0,0.0,167895.0,0.0,5097050.0,44569.0,5141619.0,4.860925674438477,150.68069069069068,10.006006006006006,203.20921921921922,8424412226.0,559426140.0,11361231566.0,94502566.0,93683391.0,94502566.0,197497428.7143083,0.054407,54407189349.0,kCore
tag+data,0.5,40.0,120.12012012012012,4.0,20.0,60.0,0.364502,0.602598,0.018358,0.364502,0.602598,0.018358,201.67765765765768,16.93847807027102,51.666320945327435,30.828617752549476,34.72784287505641,13.890139682278456,145503.0,1819.0,147322.0,0.0,147322.0,0.0,4457916.0,52660.0,4510576.0,4.251399993896484,149.14912912912914,10.006006006006006,201.67765765765768,7316992049.0,490876904.0,9893948473.0,22505910.0,22243159.0,22505910.0,47044858.01220008,0.200417,200417397318.0,pageRank
tag+data+resp,0.5,40.0,120.12012012012012,6.0,30.0,90.0,0.364502,0.602598,0.018358,0.364502,0.602598,0.018358,201.67765765765768,18.93847807027102,63.90078623120743,38.91780065782984,44.9623081609364,19.979322587558816,145503.0,1819.0,147322.0,0.0,147322.0,0.0,4457916.0,52660.0,4510576.0,4.251399993896484,149.14912912912914,10.006006006006006,201.67765765765768,7316992049.0,490876904.0,9893948473.0,22505910.0,22243159.0,22505910.0,47044858.01220008,0.200417,200417397318.0,pageRank
tag+data,0.5,40.0,120.12012012012012,4.0,20.0,60.0,0.124456,0.833344,0.046723,0.124456,0.833344,0.046723,202.2408108108108,11.86531986850978,26.150247848649677,15.291634923553872,14.284927980139898,3.4263150550440926,86995.0,1539.0,88534.0,0.0,88534.0,0.0,2664892.0,44505.0,2709397.0,2.5414390563964844,149.7122822822823,10.006006006006006,202.2408108108108,4413790868.0,294995288.0,5962427596.0,33653226.0,33100433.0,33653226.0,70379166.69635145,0.080509,80509279464.0,triangleCount
tag+data+resp,0.5,40.0,120.12012012012012,6.0,30.0,90.0,0.124456,0.833344,0.046723,0.124456,0.833344,0.046723,202.2408108108108,13.86531986850978,32.50624767456968,19.594931107616425,18.6409278060599,5.729611239106646,86995.0,1539.0,88534.0,0.0,88534.0,0.0,2664892.0,44505.0,2709397.0,2.5414390563964844,149.7122822822823,10.006006006006006,202.2408108108108,4413790868.0,294995288.0,5962427596.0,33653226.0,33100433.0,33653226.0,70379166.69635145,0.080509,80509279464.0,triangleCount
