ht_mode,alpha_mshr_hit_factor,llc_extra_ns,llc_extra_cyc,tL1_hit_cyc,tL2_hit_cyc,tL3_hit_cyc,m1_L1_miss_rate,m2_L2_miss_rate,m3_L3_miss_rate,p1_L1_new_mshr_frac,p2_L2_new_mshr_frac,p3_L3_new_mshr_frac,dram_avg_cyc,amat_stats_cyc,amat_textbook_cyc,amat_textbook_mshr_cyc,abs_err_textbook,abs_err_textbook_mshr,dram_num_reads_data,dram_num_reads_inst,dram_num_reads_total,dram_num_writes,dram_read_bursts,dram_write_bursts,dram_bytes_read_data,dram_bytes_read_inst,dram_bytes_read_total,dram_bytes_read_data_MB,dram_avg_q_lat_cyc,dram_avg_bus_lat_cyc,dram_avg_mem_acc_lat_cyc,dram_tot_q_lat_ticks,dram_tot_bus_lat_ticks,dram_tot_mem_acc_lat_ticks,dram_bw_read_total_Bps,dram_bw_read_data_Bps,dram_bw_total_Bps,sys_avg_rd_bw_Bps,sim_seconds,sim_ticks,benchmark
tag+data,0.5,40.0,120.12012012012012,4.0,20.0,60.0,0.00034,0.211657,1.0,0.00034,0.211657,1.0,241.3082882882883,4.033837475631562,4.03712741269709,4.01259088491744,0.003289937065527937,0.021246590714121716,5701.0,1817.0,7518.0,0.0,7518.0,0.0,148459.0,45413.0,193872.0,0.14158153533935547,188.77975975975977,10.006006006006006,241.3082882882883,472609019.0,25049976.0,604113875.0,1243913.0,952536.0,1243913.0,3087145.76739204,0.155857,155856586068.0,625x264_s
tag+data+resp,0.5,40.0,120.12012012012012,6.0,30.0,90.0,0.00034,0.211657,1.0,0.00034,0.211657,1.0,241.3082882882883,6.033837475631562,6.0426863140970895,6.014945647262924,0.008848838465527642,0.018891828368637675,5701.0,1817.0,7518.0,0.0,7518.0,0.0,148459.0,45413.0,193872.0,0.14158153533935547,188.77975975975977,10.006006006006006,241.3082882882883,472609019.0,25049976.0,604113875.0,1243913.0,952536.0,1243913.0,3087145.76739204,0.155857,155856586068.0,625x264_s
tag+data,0.5,40.0,120.12012012012012,4.0,20.0,60.0,0.003328,0.071886,0.995466,0.003328,0.071886,0.995466,240.40471471471471,4.147213842619169,4.166904168364727,4.060334724642309,0.01969032574555829,0.08687911797685999,11015.0,1817.0,12832.0,0.0,12832.0,0.0,287648.0,45413.0,333061.0,0.274322509765625,187.87618618618617,10.006006006006006,240.40471471471471,802805485.0,42756224.0,1027262829.0,5486603.0,4738502.0,5486603.0,13528637.05103028,0.060704,60704415153.0,638imagick_s
tag+data+resp,0.5,40.0,120.12012012012012,6.0,30.0,90.0,0.003328,0.071886,0.995466,0.003328,0.071886,0.995466,240.40471471471471,6.147213842619169,6.207361266604727,6.078959760945224,0.06014742398555839,0.06825408167394453,11015.0,1817.0,12832.0,0.0,12832.0,0.0,287648.0,45413.0,333061.0,0.274322509765625,187.87618618618617,10.006006006006006,240.40471471471471,802805485.0,42756224.0,1027262829.0,5486603.0,4738502.0,5486603.0,13528637.05103028,0.060704,60704415153.0,638imagick_s
tag+data,0.5,40.0,120.12012012012012,4.0,20.0,60.0,0.078159,0.999935,0.102896,0.078159,0.999935,0.102896,237.5860960960961,11.357996854549857,21.550875617097542,12.999058632670339,10.192878762547686,1.6410617781204824,127342.0,1768.0,129110.0,0.0,129110.0,0.0,3335365.0,44167.0,3379532.0,3.180851936340332,185.05756756756756,10.006006006006006,237.5860960960961,7956296007.0,430194520.0,10214688127.0,82771401.0,81689664.0,82771401.0,202378138.95583883,0.04083,40829706423.0,degreeCentr
tag+data+resp,0.5,40.0,120.12012012012012,6.0,30.0,90.0,0.078159,0.999935,0.102896,0.078159,0.999935,0.102896,237.5860960960961,13.357996854549857,26.677083207047545,16.684291979260255,13.319086352497688,3.3262951247103985,127342.0,1768.0,129110.0,0.0,129110.0,0.0,3335365.0,44167.0,3379532.0,3.180851936340332,185.05756756756756,10.006006006006006,237.5860960960961,7956296007.0,430194520.0,10214688127.0,82771401.0,81689664.0,82771401.0,202378138.95583883,0.04083,40829706423.0,degreeCentr
tag+data,0.5,40.0,120.12012012012012,4.0,20.0,60.0,0.185846,0.102115,0.107747,0.185846,0.102115,0.107747,237.61132132132136,8.489096254733091,11.621043568472817,7.408637847187363,3.131947313739726,1.0804584075457289,96097.0,1812.0,97909.0,0.0,97909.0,0.0,2516746.0,45219.0,2561965.0,2.400156021118164,185.0827927927928,10.006006006006006,237.61132132132136,6034382932.0,326232788.0,7747007160.0,28480991.0,27978298.0,28480991.0,69660165.15951142,0.089954,89953504785.0,graphColoring
tag+data+resp,0.5,40.0,120.12012012012012,6.0,30.0,90.0,0.185846,0.102115,0.107747,0.185846,0.102115,0.107747,237.61132132132136,10.489096254733091,16.04883349717282,10.696581349906237,5.559737242439727,0.20748509517314595,96097.0,1812.0,97909.0,0.0,97909.0,0.0,2516746.0,45219.0,2561965.0,2.400156021118164,185.0827927927928,10.006006006006006,237.61132132132136,6034382932.0,326232788.0,7747007160.0,28480991.0,27978298.0,28480991.0,69660165.15951142,0.089954,89953504785.0,graphColoring
tag+data,0.5,40.0,120.12012012012012,4.0,20.0,60.0,0.262461,0.462945,0.115838,0.262461,0.462945,0.115838,237.4486186186186,16.580471376850397,34.476781440009574,18.27954715067473,17.896310063159177,1.6990757738243332,195703.0,1793.0,197496.0,0.0,197496.0,0.0,5126398.0,44822.0,5171220.0,4.888914108276367,184.9200900900901,10.006006006006006,237.4486186186186,12161485363.0,658056672.0,15616085395.0,93332250.0,92523285.0,93332250.0,228127163.03262126,0.055407,55406571633.0,kCore
tag+data+resp,0.5,40.0,120.12012012012012,6.0,30.0,90.0,0.262461,0.462945,0.115838,0.262461,0.462945,0.115838,237.4486186186186,18.580471376850397,42.74654166935957,23.61934805405628,24.166070292509175,5.038876677205884,195703.0,1793.0,197496.0,0.0,197496.0,0.0,5126398.0,44822.0,5171220.0,4.888914108276367,184.9200900900901,10.006006006006006,237.4486186186186,12161485363.0,658056672.0,15616085395.0,93332250.0,92523285.0,93332250.0,228127163.03262126,0.055407,55406571633.0,kCore
tag+data,0.5,40.0,120.12012012012012,4.0,20.0,60.0,0.364502,0.602598,0.018358,0.364502,0.602598,0.018358,237.5060960960961,17.04243212945199,51.81079200130351,30.868832941412816,34.76835987185152,13.826400811960827,171169.0,2117.0,173286.0,0.0,173286.0,0.0,4483582.0,52958.0,4536540.0,4.275876998901367,184.97756756756758,10.006006006006006,237.5060960960961,10673989790.0,577388952.0,13705108502.0,22536652.0,22273567.0,22536652.0,55094483.02743486,0.201296,201296089746.0,pageRank
tag+data+resp,0.5,40.0,120.12012012012012,6.0,30.0,90.0,0.364502,0.602598,0.018358,0.364502,0.602598,0.018358,237.5060960960961,19.04243212945199,64.04525728718352,38.95801584669317,45.00282515773153,19.915583717241184,171169.0,2117.0,173286.0,0.0,173286.0,0.0,4483582.0,52958.0,4536540.0,4.275876998901367,184.97756756756758,10.006006006006006,237.5060960960961,10673989790.0,577388952.0,13705108502.0,22536652.0,22273567.0,22536652.0,55094483.02743486,0.201296,201296089746.0,pageRank
tag+data,0.5,40.0,120.12012012012012,4.0,20.0,60.0,0.124456,0.833344,0.046723,0.124456,0.833344,0.046723,237.71399399399397,12.050453534208277,26.32214593164105,15.338000881968064,14.271692397432773,3.287547347759787,102337.0,1791.0,104128.0,0.0,104128.0,0.0,2680234.0,44757.0,2724991.0,2.556070327758789,185.18546546546548,10.006006006006006,237.71399399399397,6421236346.0,346954496.0,8242643322.0,33626510.0,33074207.0,33626510.0,82236426.19299178,0.081037,81036984564.0,triangleCount
tag+data+resp,0.5,40.0,120.12012012012012,6.0,30.0,90.0,0.124456,0.833344,0.046723,0.124456,0.833344,0.046723,237.71399399399397,14.050453534208277,32.678145757561055,19.641297066030617,18.627692223352778,5.59084353182234,102337.0,1791.0,104128.0,0.0,104128.0,0.0,2680234.0,44757.0,2724991.0,2.556070327758789,185.18546546546548,10.006006006006006,237.71399399399397,6421236346.0,346954496.0,8242643322.0,33626510.0,33074207.0,33626510.0,82236426.19299178,0.081037,81036984564.0,triangleCount
